Meanint	Meaning_ID	Word	List1	List2	Similarity
the fairy tale	44	ма1хв	{'ма1хв'}	{'мяхъв', 'махъв', 'макъ', 'махв', 'ма1хв', 'МАХ', 'махъ', 'мехв', 'мах'}	DIFFERENT
the fairy tale	44	макъ	{'мяхъв', 'махъв', 'макъ', 'махв', 'МАХ', 'махъ', 'мехв', 'мах'}	{'мяхъв', 'махъв', 'макъ', 'махв', 'ма1хв', 'МАХ', 'махъ', 'мехв', 'мах'}	DIFFERENT
the fairy tale	44	мугьа	{'мугьа'}	{'муха', 'мугьа'}	DIFFERENT
the fairy tale	44	муха	{'муха'}	{'муха', 'мугьа'}	DIFFERENT
the fairy tale	44	х1акет	{'х1акет', 'х1икат', 'х1якаят', 'хIикаят', 'хикет', 'хькет', 'х1якет', 'хкет'}	{'х1акет', 'хькет', 'х1икат', 'hikaya', 'х1якаят', 'хIикаят', 'хикет', '1) хIикат', 'х1якет', 'хкет', '2) хIекаят'}	DIFFERENT
the family	45	qizan	{'qizan'}	{'qizan', 'хъизам', 'хъызан', 'хизан подтвердил', 'хизан п', 'хизана', 'хизан', 'хазан', 'хъазан', 'хъиза', 'хизанар', 'хъзан', 'хизан?', 'хъизан', 'хейзан'}	DIFFERENT
the family	45	агьлу	{'агьлю', 'агьлу'}	{'уягьлю', 'агьлю', 'агьлу'}	DIFFERENT
the family	45	гьакъу	{'гьакъу', 'гьакъу-къала'}	{'хак1у', 'хьак1у', 'гьакъу', 'гьакъу-къала'}	DIFFERENT
the family	45	уягьлю	{'уягьлю'}	{'уягьлю', 'агьлю', 'агьлу'}	DIFFERENT
the family	45	хазан	{'хазан'}	{'qizan', 'хъизам', 'хъызан', 'хизан подтвердил', 'хизан п', 'хизана', 'хизан', 'хазан', 'хъазан', 'хъиза', 'хизанар', 'хъзан', 'хизан?', 'хъизан', 'хейзан'}	DIFFERENT
the family	45	хак1у	{'хак1у'}	{'хак1у', 'хьак1у', 'гьакъу', 'гьакъу-къала'}	DIFFERENT
the family	45	хейзан	{'хъизам', 'хъызан', 'хизан подтвердил', 'хизан п', 'хизана', 'хизан', 'хъазан', 'хъиза', 'хизанар', 'хъзан', 'хизан?', 'хъизан', 'хейзан'}	{'qizan', 'хъизам', 'хъызан', 'хизан подтвердил', 'хизан п', 'хизана', 'хизан', 'хазан', 'хъазан', 'хъиза', 'хизанар', 'хъзан', 'хизан?', 'хъизан', 'хейзан'}	DIFFERENT
the family	45	хьак1у	{'хьак1у'}	{'хак1у', 'хьак1у', 'гьакъу', 'гьакъу-къала'}	DIFFERENT
the felt	46	keča	{'keçə', 'keçe', 'keçə podtv', 'кече', 'keča', 'киче', 'kiçə'}	{'keçə', '*кечаь', 'keçe', 'keçə podtv', 'kiz', 'keča', 'kiçə'}	DIFFERENT
the felt	46	kiz	{'kiz'}	{'keçə', '*кечаь', 'keçe', 'keçə podtv', 'kiz', 'keča', 'kiçə'}	DIFFERENT
the felt	46	libd	{'libd'}	{'lubbad', 'libd'}	DIFFERENT
the felt	46	lubbad	{'lubbad'}	{'lubbad', 'libd'}	DIFFERENT
the felt	46	žižim no	{'žižimi', 'žižim podtv?', 'žižim no', 'žižim podtv'}		NOT IN LIST 2
the felt	46	žižim podtv	{'žižimi', 'žižim podtv?', 'žižim no', 'žižim podtv'}	{'žižimi', 'žižim podtv'}	DIFFERENT
the felt	46	буртина	{'буртина'}	{'буртина', 'бутни'}	DIFFERENT
the felt	46	бутни	{'бутни'}	{'буртина', 'бутни'}	DIFFERENT
the felt	46	гьюрт	{'гьюрт'}	{'йюрт', 'гьюрт', 'юрч подтвердил', 'юрч', 'юрт подтвердил', 'юрт', 'юрк'}	DIFFERENT
the felt	46	дыныд	{'дыныд'}	{'япанжи', 'япанджи', 'дыныд'}	DIFFERENT
the felt	46	йун	{'йун'}	{'йун', 'юн'}	DIFFERENT
the felt	46	йюрт	{'йюрт'}	{'йюрт', 'гьюрт', 'юрч подтвердил', 'юрч', 'юрт подтвердил', 'юрт', 'юрк'}	DIFFERENT
the felt	46	кече	{'keçə', 'keçe', 'keçə podtv', 'кече', 'keča', 'киче', 'kiçə'}	{'киче', 'кече'}	DIFFERENT
the felt	46	лит	{'лиъ?', 'лит подтвердил', 'лит'}	{'лит подтвердил', 'лит'}	DIFFERENT
the felt	46	лиъ?	{'лиъ?', 'лит подтвердил', 'лит'}		NOT IN LIST 2
the felt	46	хай	{'хай'}	{'хъе', 'хьа', 'хай', 'хей', 'хьай'}	DIFFERENT
the felt	46	хей	{'хъе', 'хьа', 'хей', 'хьай'}	{'хъе', 'хьа', 'хай', 'хей', 'хьай'}	DIFFERENT
the felt	46	юн	{'юн(нп - просто шерсть)', 'юн'}	{'йун', 'юн'}	DIFFERENT
the felt	46	юн(нп - просто шерсть)	{'юн(нп - просто шерсть)', 'юн'}		NOT IN LIST 2
the felt	46	юрк	{'юрч подтвердил', 'юрч', 'юрт подтвердил', 'юрт', 'юрк', 'юртар апIру материал'}	{'йюрт', 'гьюрт', 'юрч подтвердил', 'юрч', 'юрт подтвердил', 'юрт', 'юрк'}	DIFFERENT
the felt	46	юртар апIру материал	{'юрч подтвердил', 'юрч', 'юрт подтвердил', 'юрт', 'юрк', 'юртар апIру материал'}		NOT IN LIST 2
the felt	46	япанджи	{'япанжи', 'япанджи'}	{'япанжи', 'япанджи', 'дыныд'}	DIFFERENT
the fermented drink	47	bouða	{'bouða', 'буза', 'боза', 'но это не буза. Буза называется "буза"', 'буза/ха1н'}	{'bouða'}	DIFFERENT
the fermented drink	47	боза	{'bouða', 'буза', 'боза', 'но это не буза. Буза называется "буза"', 'буза/ха1н'}	{'боза', 'буза', 'буза/ха1н'}	DIFFERENT
the fermented drink	47	но это не буза. Буза называется "буза"	{'bouða', 'буза', 'боза', 'но это не буза. Буза называется "буза"', 'буза/ха1н'}		NOT IN LIST 2
the fermented drink	47	т1аг	{'т1ач(п другое)', 'т1ач', 'т1ач подтвердил', 'т1аг'}	{'т1ач', 'т1ач подтвердил', 'т1аг'}	DIFFERENT
the fermented drink	47	т1ач(п другое)	{'т1ач(п другое)', 'т1ач', 'т1ач подтвердил', 'т1аг'}		NOT IN LIST 2
the fermented drink	47	ч1аг1а	{'чаъа', 'чаг1а', 'ч1аг1а', 'ч1ач1а', 'чIагIа'}	{'ч1аг1а', 'чаъа', 'чIагIа', 'чаг1а'}	DIFFERENT
the fermented drink	47	ч1ач1а	{'чаъа', 'чаг1а', 'ч1аг1а', 'ч1ач1а', 'чIагIа'}	{'ч1ач1а'}	DIFFERENT
the firewood	48	od	{'ус', 'усбыр', 'одун', 'od', 'удо', 'удунар', 'odun', 'удун'}	{'od'}	DIFFERENT
the firewood	48	odun	{'ус', 'усбыр', 'одун', 'od', 'удо', 'удунар', 'odun', 'удун'}	{'удунар', 'одун', 'удо', 'odun', 'удун'}	DIFFERENT
the firewood	48	гак1влир	{'гакIвлар', 'гюк1влир', 'гак1влир', 'гук1лир'}	{'гакIвлар', 'к1ак1улир', 'к1ак1лар', 'кlакlлар', 'гук1лир', 'как1алир', 'как1лар', 'гюк1влир', 'как1влир', 'к1ак1ул', 'гак1влир'}	DIFFERENT
the firewood	48	к1ак1лар	{'к1ак1улир', 'к1ак1лар', 'к1ак1ул'}	{'гакIвлар', 'к1ак1улир', 'к1ак1лар', 'кlакlлар', 'гук1лир', 'как1алир', 'как1лар', 'гюк1влир', 'как1влир', 'к1ак1ул', 'гак1влир'}	DIFFERENT
the firewood	48	к1арас	{'к1арас', 'КIАРАСАР', 'к1арацар', 'к1арасар', 'к1арацсар'}	{'к1арас', 'кIурар', 'к1урар', 'курар', 'КIАРАСАР', 'к1арацар', 'к1арасар', 'к1арацсар'}	DIFFERENT
the firewood	48	к1урар	{'кIурар', 'к1урар', 'курар'}	{'к1арас', 'кIурар', 'к1урар', 'курар', 'КIАРАСАР', 'к1арацар', 'к1арасар', 'к1арацсар'}	DIFFERENT
the firewood	48	кlакlлар	{'кlакlлар'}	{'гакIвлар', 'к1ак1улир', 'к1ак1лар', 'кlакlлар', 'гук1лир', 'как1алир', 'как1лар', 'гюк1влир', 'как1влир', 'к1ак1ул', 'гак1влир'}	DIFFERENT
the firewood	48	как1алир	{'как1алир', 'как1лар', 'как1влир'}	{'гакIвлар', 'к1ак1улир', 'к1ак1лар', 'кlакlлар', 'гук1лир', 'как1алир', 'как1лар', 'гюк1влир', 'как1влир', 'к1ак1ул', 'гак1влир'}	DIFFERENT
the firewood	48	ос(бы)	{'осбы', 'ос(бы)', 'осби'}	{'осбы', 'ус', 'усбыр', 'ос(бы)', 'осби'}	DIFFERENT
the firewood	48	урцул	{'урцул'}	{'цIул', 'урцул'}	DIFFERENT
the firewood	48	ус	{'ус', 'усбыр', 'одун', 'od', 'удо', 'удунар', 'odun', 'удун'}	{'осбы', 'ус', 'усбыр', 'ос(бы)', 'осби'}	DIFFERENT
the firewood	48	цIул	{'цIул'}	{'цIул', 'урцул'}	DIFFERENT
the fish	49	хвами	{'хвами'}	{'хъва2й', 'хвами'}	DIFFERENT
the fish	49	хъва2й	{'хъва2й'}	{'хъва2й', 'хвами'}	DIFFERENT
the fish	49	чlичl	{'чич', 'чич1и', 'чич1', 'чlичl'}	{'чlичl', 'чич1', 'чич', 'шич1', 'чич1и'}	DIFFERENT
the fish	49	шич1	{'шич1'}	{'чlичl', 'чич1', 'чич', 'шич1', 'чич1и'}	DIFFERENT
the fist	50	buzan	{'buzani', 'buzan'}	{'buzani', 'биза', 'buzan'}	DIFFERENT
the fist	50	yumruq	{'юмрух', 'юмурукъ', 'yumruq', 'yumuruk', 'yumuruq'}	{'юмрух', 'юмурукъ', 'yumruq', 'йумругъ', 'yumuruk', 'yumuruq'}	DIFFERENT
the fist	50	биза	{'биза'}	{'buzani', 'биза', 'buzan'}	DIFFERENT
the fist	50	гъуд	{'гъурду', 'гъуд', 'гъурд', 'гъут'}	{'гъуд', 'худ', 'гъурду', 'гъурд', 'гъут', 'хурд'}	DIFFERENT
the fist	50	за	{'за', 'зар', 'зай', 'ззай'}	{'зе', 'зай', 'ззай', 'за', 'зар'}	DIFFERENT
the fist	50	зе	{'зе'}	{'зе', 'зай', 'ззай', 'за', 'зар'}	DIFFERENT
the fist	50	йумругъ	{'йумругъ'}	{'юмрух', 'юмурукъ', 'yumruq', 'йумругъ', 'yumuruk', 'yumuruq'}	DIFFERENT
the fist	50	худ	{'хурд', 'худ'}	{'гъуд', 'худ', 'гъурду', 'гъурд', 'гъут', 'хурд'}	DIFFERENT
the flour	51	I гIур II гIезаб	{'I гIур II гIезаб'}		NOT IN LIST 2
the flour	51	taheen	{'tihn', 'taheen'}	{'taheen'}	DIFFERENT
the flour	51	tihn	{'tihn', 'taheen'}	{'tihn'}	DIFFERENT
the flour	51	un	{'un', 'ун'}	{'un'}	DIFFERENT
the flour	51	азаб	{'азаб'}	{'гIазаб', 'азаб'}	DIFFERENT
the flour	51	акъуба	{'акъуба'}	{'гIакъуба', 'акъуба'}	DIFFERENT
the flour	51	атI	{'атI', 'гьат1'}	{'атI', 'аталълъи'}	DIFFERENT
the flour	51	аталълъи	{'аталълъи'}	{'атI', 'аталълъи'}	DIFFERENT
the flour	51	г1ур	{'г1ур'}	{'гьат1', 'г1ур'}	DIFFERENT
the flour	51	гIазаб	{'гIазаб'}	{'гIазаб', 'азаб'}	DIFFERENT
the flour	51	гIакъуба	{'гIакъуба'}	{'гIакъуба', 'акъуба'}	DIFFERENT
the flour	51	гъу1ль	{'хю', 'ху', 'гъуьр', 'хы1р', 'х1ур', 'хуьр', 'хюй', 'гъу1ль', 'хяй', 'х1юр', 'ху1р', 'ху1'}	{'хю', 'гъуьр', 'Дама', 'хы1р', 'х1ур', 'хуьр', 'хюй', 'гъу1ль', 'хяй', 'х1юр', 'хъуь', 'ху1р', 'ху1'}	DIFFERENT
the flour	51	гьат1	{'атI', 'гьат1'}	{'гьат1', 'г1ур'}	DIFFERENT
the flour	51	Дама	{'Дама'}	{'хю', 'гъуьр', 'Дама', 'хы1р', 'х1ур', 'хуьр', 'хюй', 'гъу1ль', 'хяй', 'х1юр', 'хъуь', 'ху1р', 'ху1'}	DIFFERENT
the flour	51	енщур	{'енщур'}	{"къирл1 л'енщур", 'энщур', 'енщур', 'ленщур'}	DIFFERENT
the flour	51	къирл1 л'енщур	{"къирл1 л'енщур", 'ленщур'}	{"къирл1 л'енщур", 'энщур', 'енщур', 'ленщур'}	DIFFERENT
the flour	51	ун	{'un', 'ун'}	{'ун'}	DIFFERENT
the flour	51	хай	{'хай', 'хёй'}	{'ху', 'хай', 'хёй'}	DIFFERENT
the flour	51	ху	{'хю', 'ху', 'гъуьр', 'хы1р', 'х1ур', 'хуьр', 'хюй', 'гъу1ль', 'хяй', 'х1юр', 'ху1р', 'ху1'}	{'ху', 'хай', 'хёй'}	DIFFERENT
the flour	51	хъуь	{'хъуь'}	{'хю', 'гъуьр', 'Дама', 'хы1р', 'х1ур', 'хуьр', 'хюй', 'гъу1ль', 'хяй', 'х1юр', 'хъуь', 'ху1р', 'ху1'}	DIFFERENT
the flour	51	энщур	{'энщур'}	{"къирл1 л'енщур", 'энщур', 'енщур', 'ленщур'}	DIFFERENT
the flower	52	č'ič'ak	{'çiçək', "č'ič'ak", 'çiçək malenkij', 'çiçak', 'чечек', 'čičaki'}	{'çiçək', "č'ič'ak", 'çiçək malenkij', 'шек', 'çiçak', 'чечек', 'čičaki'}	DIFFERENT
the flower	52	diʔi	{'diʔi', 'gül'}	{'diʔi'}	DIFFERENT
the flower	52	бич1	{'бич1', 'бычIбыр', 'быч1', 'бычI'}	{'бич1', 'бычIбыр', 'пич1', 'быч1', 'бычI'}	DIFFERENT
the flower	52	пич1	{'пич1'}	{'бич1', 'бычIбыр', 'пич1', 'быч1', 'бычI'}	DIFFERENT
the flower	52	тук	{'тук'}	{'цуьк', 'тук'}	DIFFERENT
the flower	52	цици	{'цици'}	{'цици', 'ццицци'}	DIFFERENT
the flower	52	цуьк	{'цуьк'}	{'цуьк', 'тук'}	DIFFERENT
the flower	52	ццицци	{'ццицци'}	{'цици', 'ццицци'}	DIFFERENT
the flower	52	шек	{'шек'}	{'çiçək', "č'ič'ak", 'çiçək malenkij', 'шек', 'çiçak', 'чечек', 'čičaki'}	DIFFERENT
the footprint	53	lapir	{'lepür', 'lapir'}	{'лепуьль', 'лепуьль подтвердил', 'lepür', 'lapir', 'лепюль'}	DIFFERENT
the footprint	53	гел	{'къял', 'къел', 'гел', 'гёл'}	{'къял', 'шил подтвердил', 'къел', 'хьаIль', 'шил', 'хьыль', 'шьил', 'хылид', 'гел', 'гёл', 'гоьл', 'хил', 'хьаIл', 'хьал', 'хьел', 'хьель', 'хьил'}	DIFFERENT
the footprint	53	гов	{'къов', 'гов'}	{'къов', 'гов', 'гойбы'}	DIFFERENT
the footprint	53	гойбы	{'гойбы'}	{'къов', 'гов', 'гойбы'}	DIFFERENT
the footprint	53	гоьл	{'гоьл'}	{'къял', 'шил подтвердил', 'къел', 'хьаIль', 'шил', 'хьыль', 'шьил', 'хылид', 'гел', 'гёл', 'гоьл', 'хил', 'хьаIл', 'хьал', 'хьел', 'хьель', 'хьил'}	DIFFERENT
the footprint	53	ишан	{'лишин', 'ишан', 'лышан', 'лишнар', 'лишан'}	{'ишан'}	DIFFERENT
the footprint	53	лек ишивус	{'лек ишивус', 'лекун ишан'}	{'лек ишивус'}	DIFFERENT
the footprint	53	лекун ишан	{'лек ишивус', 'лекун ишан'}	{'лишин', 'лекун ишан', 'лышан', 'лишнар', 'лишан'}	DIFFERENT
the footprint	53	лепуьль	{'лепуьль', 'лепуьль подтвердил', 'лепюль'}	{'лепуьль', 'лепуьль подтвердил', 'lepür', 'lapir', 'лепюль'}	DIFFERENT
the footprint	53	лишан	{'лишин', 'ишан', 'лышан', 'лишнар', 'лишан'}	{'лишин', 'лекун ишан', 'лышан', 'лишнар', 'лишан'}	DIFFERENT
the footprint	53	лугъу	{'лугъу'}	{'ругъу', 'лугъу', 'РУГЪУ'}	DIFFERENT
the footprint	53	РУГЪУ	{'ругъу', 'РУГЪУ'}	{'ругъу', 'лугъу', 'РУГЪУ'}	DIFFERENT
the footprint	53	хил	{'хил'}	{'къял', 'шил подтвердил', 'къел', 'хьаIль', 'шил', 'хьыль', 'шьил', 'хылид', 'гел', 'гёл', 'гоьл', 'хил', 'хьаIл', 'хьал', 'хьел', 'хьель', 'хьил'}	DIFFERENT
the footprint	53	хылид	{'хылид'}	{'къял', 'шил подтвердил', 'къел', 'хьаIль', 'шил', 'хьыль', 'шьил', 'хылид', 'гел', 'гёл', 'гоьл', 'хил', 'хьаIл', 'хьал', 'хьел', 'хьель', 'хьил'}	DIFFERENT
the footprint	53	хьаIл	{'хьаIль', 'хьыль', 'хьель', 'хьел', 'хьаIл', 'хьал', 'хьил'}	{'къял', 'шил подтвердил', 'къел', 'хьаIль', 'шил', 'хьыль', 'шьил', 'хылид', 'гел', 'гёл', 'гоьл', 'хил', 'хьаIл', 'хьал', 'хьел', 'хьель', 'хьил'}	DIFFERENT
the footprint	53	шил	{'шил подтвердил', 'шил лишан', 'шил', 'шьил'}	{'къял', 'шил подтвердил', 'къел', 'хьаIль', 'шил', 'хьыль', 'шьил', 'хылид', 'гел', 'гёл', 'гоьл', 'хил', 'хьаIл', 'хьал', 'хьел', 'хьель', 'хьил'}	DIFFERENT
